City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,punta arenas,-53.15,-70.9167,279.21,70,20,6.69,CL,1674554803
1,hobart,-42.8794,147.3294,293.07,79,40,3.09,AU,1674554153
2,ribeira grande,38.5167,-28.7,289.14,94,75,7.2,PT,1674554803
3,isangel,-19.55,169.2667,300.37,85,99,2.6,VU,1674554804
4,ushuaia,-54.8,-68.3,278.26,87,8,3.92,AR,1674554804
5,te anau,-45.4167,167.7167,284.85,77,37,1.72,NZ,1674554804
6,mataura,-46.1927,168.8643,281.96,87,5,1.31,NZ,1674554804
7,taungdwingyi,20.0167,95.55,304.61,15,6,2.96,MM,1674554804
8,lompoc,34.6391,-120.4579,279.03,93,0,3.09,US,1674554602
9,alofi,-19.0595,-169.9187,299.93,75,9,4.1,NU,1674554805
10,geraldton,-28.7667,114.6,297.38,73,75,8.75,AU,1674554643
11,kyren,51.6828,102.1408,256.1,98,100,0.47,RU,1674554805
12,rikitea,-23.1203,-134.9692,298.99,77,1,6.99,PF,1674554805
13,mae hong son,19.3003,97.9685,305.9,21,2,0.59,TH,1674554805
14,barrow,71.2906,-156.7887,252.16,77,100,10.8,US,1674554806
15,lac du bonnet,50.2536,-96.0612,256.18,98,100,1.1,CA,1674554806
16,georgetown,5.4112,100.3354,302.11,79,40,2.06,MY,1674554643
17,carnarvon,-24.8667,113.6333,298.63,75,3,11.36,AU,1674554806
18,lavrentiya,65.5833,-171.0,246.9,95,21,4.85,RU,1674554806
19,bethel,41.3712,-73.414,275.09,74,75,2.57,US,1674554807
20,saldanha,-33.0117,17.9442,291.78,66,83,8.48,ZA,1674554807
21,severo-kurilsk,50.6789,156.125,264.1,66,67,4.42,RU,1674554807
22,pout,14.7739,-17.0603,293.57,100,40,1.54,SN,1674554808
23,walvis bay,-22.9575,14.5053,294.7,61,100,7.21,NA,1674554808
24,ponta do sol,32.6667,-17.1,291.55,60,7,3.46,PT,1674554808
25,hovd,48.0056,91.6419,254.13,70,100,0.79,MN,1674554808
26,wairoa,-39.0333,177.3667,290.68,75,87,0.89,NZ,1674554808
27,saint george,37.1041,-113.5841,274.48,65,0,1.54,US,1674554808
28,narsaq,60.9167,-46.05,267.27,97,100,1.63,GL,1674554809
29,jining,35.405,116.5814,265.2,16,0,2.7,CN,1674554809
30,yulara,-25.2406,130.9889,306.72,16,97,2.45,AU,1674554809
31,new norfolk,-42.7826,147.0587,292.87,63,79,0.45,AU,1674554809
32,cabo san lucas,22.8909,-109.9124,290.1,75,93,2.9,MX,1674554685
33,pitimbu,-7.4706,-34.8086,299.48,74,15,4.65,BR,1674554809
34,provideniya,64.3833,-173.3,252.23,87,2,5.19,RU,1674554810
35,klaksvik,62.2266,-6.589,281.66,88,100,14.01,FO,1674554810
36,faya,18.3851,42.4509,291.44,54,15,4.68,SA,1674554810
37,shiyan,32.6475,110.7781,272.82,21,0,3.59,CN,1674554811
38,arraial do cabo,-22.9661,-42.0278,297.07,94,75,2.57,BR,1674554811
39,butaritari,3.0707,172.7902,300.51,80,98,7.9,KI,1674554811
40,nemuro,43.3236,145.575,270.82,71,98,5.97,JP,1674554543
41,buraydah,26.326,43.975,291.84,45,89,5.37,SA,1674554811
42,kataysk,56.289,62.5841,266.04,90,11,3.54,RU,1674554811
43,cockburn town,21.4612,-71.1419,298.48,68,0,6.37,TC,1674554812
44,japura,-0.3167,102.35,298.61,88,100,2.43,ID,1674554812
45,kaohsiung,22.6163,120.3133,290.12,58,40,5.14,TW,1674554701
46,albany,42.6001,-73.9662,273.47,85,90,0.89,US,1674554812
47,yellowknife,62.456,-114.3525,258.46,84,100,4.47,CA,1674554730
48,cape town,-33.9258,18.4232,294.47,48,97,2.68,ZA,1674554672
49,hualmay,-11.0964,-77.6139,294.11,82,100,2.37,PE,1674554812
50,suntar,62.1444,117.6319,244.53,98,100,1.59,RU,1674554813
51,fort nelson,58.8053,-122.7002,260.36,98,100,0.29,CA,1674554813
52,khandyga,62.6667,135.6,224.36,100,51,1.05,RU,1674554813
53,bagdarin,54.4333,113.6,241.97,93,65,1.28,RU,1674554813
54,oyama,36.3,139.8,277.92,34,75,7.21,JP,1674554589
55,vaini,-21.2,-175.2,300.24,89,40,3.09,TO,1674554813
56,malumfashi,11.7853,7.6218,301.76,12,14,5.49,NG,1674554814
57,bluff,-46.6,168.3333,285.49,70,5,5.04,NZ,1674554814
58,jamestown,42.097,-79.2353,271.92,53,100,8.23,US,1674554814
59,kaitangata,-46.2817,169.8464,284.16,82,14,3.13,NZ,1674554814
60,pisco,-13.7,-76.2167,293.18,88,100,4.12,PE,1674554814
61,svetlogorsk,52.6333,29.7333,275.22,55,13,1.91,BY,1674554815
62,iqaluit,63.7506,-68.5145,252.48,98,100,1.08,CA,1674554815
63,chokurdakh,70.6333,147.9167,242.22,92,100,0.73,RU,1674554815
64,tandil,-37.3217,-59.1332,289.51,66,50,2.8,AR,1674554815
65,caraballeda,10.6112,-66.8522,301.19,74,40,1.54,VE,1674554815
66,port elizabeth,-33.918,25.5701,297.77,71,75,9.77,ZA,1674554815
67,constitucion,-35.3333,-72.4167,289.59,92,71,0.42,CL,1674554816
68,gorin,51.1983,136.6669,237.25,98,59,1.61,RU,1674554816
69,mabaruma,8.2,-59.7833,293.88,98,66,1.13,GY,1674554816
70,puerto ayora,-0.7393,-90.3518,295.68,97,77,1.05,EC,1674554817
71,port alfred,-33.5906,26.891,296.03,77,65,3.13,ZA,1674554817
72,mar del plata,-38.0023,-57.5575,291.41,77,4,4.47,AR,1674554817
73,sitka,57.0531,-135.33,279.09,81,100,3.6,US,1674554817
74,khatanga,71.9667,102.5,233.62,96,75,2.95,RU,1674554818
75,kavieng,-2.5744,150.7967,301.12,77,86,4.18,PG,1674554818
76,egvekinot,66.3167,-179.1667,246.7,87,11,5.83,RU,1674554818
77,dalvik,65.9702,-18.5286,277.09,89,85,3.84,IS,1674554818
78,chuy,-33.6971,-53.4616,290.59,75,0,1.89,UY,1674554818
79,comodoro rivadavia,-45.8667,-67.5,288.39,42,100,9.5,AR,1674554818
80,kamenka,51.3223,42.7678,270.55,62,87,2.07,RU,1674554819
81,terme,41.2092,36.9739,282.11,75,100,1.89,TR,1674554819
82,nikolskoye,59.7035,30.7861,271.09,94,100,5.05,RU,1674554819
83,qaanaaq,77.484,-69.3632,249.09,64,29,2.06,GL,1674554819
84,tura,25.5198,90.2201,297.65,32,88,2.42,IN,1674554819
85,kapaa,22.0752,-159.319,294.33,88,0,3.09,US,1674554819
86,stornoway,58.2093,-6.3865,283.73,94,75,7.2,GB,1674554820
87,aswan,24.0934,32.907,297.55,16,0,4.31,EG,1674554820
88,tarapur,19.85,72.7,295.0,51,25,7.92,IN,1674554820
89,saint anthony,45.0205,-93.218,267.03,88,0,3.09,US,1674554820
90,beeville,28.4008,-97.7483,285.25,82,100,4.12,US,1674554820
91,muzhi,65.3667,64.6667,262.09,93,79,1.64,RU,1674554820
92,plettenberg bay,-34.0527,23.3716,296.4,60,84,4.58,ZA,1674554821
93,rosetta,31.4044,30.4164,291.67,61,0,5.76,EG,1674554734
94,pontianak,-0.0333,109.3333,301.14,78,20,4.12,ID,1674554794
95,saskylakh,71.9167,114.0833,250.38,99,100,1.75,RU,1674554821
96,novoorsk,51.381,58.9813,261.23,94,23,0.91,RU,1674554821
97,dikson,73.5069,80.5464,252.22,96,100,16.44,RU,1674554822
98,storforshei,66.4043,14.5233,275.03,75,75,1.03,NO,1674554822
99,luderitz,-26.6481,15.1594,297.26,47,33,9.15,NA,1674554822
100,tombouctou,20.0,-3.0,296.19,12,0,5.19,ML,1674554822
101,bredasdorp,-34.5322,20.0403,291.21,61,54,8.41,ZA,1674554822
102,hazebrouck,50.7237,2.5373,275.88,89,14,4.6,FR,1674554822
103,ustye,59.6304,39.736,266.7,92,99,4.8,RU,1674554823
104,busselton,-33.65,115.3333,296.0,57,0,10.42,AU,1674554823
105,clyde river,70.4692,-68.5914,240.34,90,100,2.31,CA,1674554823
106,atuona,-9.8,-139.0333,299.13,74,10,8.9,PF,1674554824
107,amapa,1.0,-52.0,293.69,100,100,0.76,BR,1674554824
108,santo angelo,-28.2992,-54.2631,296.17,41,0,1.59,BR,1674554824
109,usak,38.5,29.4167,286.14,47,2,1.18,TR,1674554824
110,haveli,30.4502,73.6989,293.27,34,92,1.96,PK,1674554824
111,savannah bight,16.45,-85.85,299.02,76,4,6.87,HN,1674554824
112,souillac,-20.5167,57.5167,299.02,70,100,0.72,MU,1674554825
113,boqueirao,-7.5,-36.1333,297.24,76,36,3.0,BR,1674554825
114,lampang,18.3333,99.5,306.82,5,1,2.93,TH,1674554825
115,anqing,30.5092,117.0506,273.77,32,2,4.74,CN,1674554825
116,betsiamites,48.9413,-68.646,263.2,88,55,2.53,CA,1674554825
117,rocha,-34.4833,-54.3333,289.84,67,0,2.16,UY,1674554825
118,kodiak,57.79,-152.4072,275.88,75,40,2.57,US,1674554826
119,mount isa,-20.7333,139.5,308.02,24,71,2.06,AU,1674554826
120,myitkyina,25.3833,97.4,299.2,30,1,0.59,MM,1674554826
121,kirakira,-10.4544,161.9205,299.26,86,99,2.35,SB,1674554826
122,lethem,3.3803,-59.7968,294.8,86,26,3.78,GY,1674554827
123,lebu,-37.6167,-73.65,287.06,90,64,4.77,CL,1674554827
124,caramay,10.1815,119.236,299.39,80,99,5.84,PH,1674554641
125,avera,33.194,-82.5271,270.88,75,0,1.31,US,1674554827
126,nizwa,22.9333,57.5333,290.81,57,83,1.24,OM,1674554827
127,weil der stadt,48.75,8.8667,275.97,89,100,2.85,DE,1674554828
128,hervey bay,-25.2986,152.8535,299.83,77,0,3.13,AU,1674554828
129,padang,-0.9492,100.3543,301.18,86,100,2.65,ID,1674554725
130,thompson,55.7435,-97.8558,237.11,100,13,1.21,CA,1674554828
131,grua,60.2667,10.6667,272.96,96,100,0.44,NO,1674554828
132,college,64.8569,-147.8028,252.92,79,100,1.54,US,1674554829
133,paamiut,61.994,-49.6678,271.13,94,100,8.58,GL,1674554829
134,airai,-8.9266,125.4092,290.5,92,100,0.81,TL,1674554829
135,novichikha,52.204,81.3877,263.99,94,100,5.43,RU,1674554829
136,pacific grove,36.6177,-121.9166,279.01,65,0,0.0,US,1674554829
137,elizabethtown,37.694,-85.8591,272.05,93,0,2.06,US,1674554829
138,marawi,7.9986,124.2928,293.89,98,100,1.43,PH,1674554830
139,cherskiy,68.75,161.3,243.04,98,100,1.08,RU,1674554830
140,la ronge,55.1001,-105.2842,255.93,98,99,1.66,CA,1674554830
141,nuuk,64.1835,-51.7216,271.49,93,100,13.38,GL,1674554831
142,houston,29.7633,-95.3633,286.15,74,100,7.72,US,1674554716
143,turukhansk,65.8167,87.9833,241.14,89,8,3.04,RU,1674554831
144,castro,-24.7911,-50.0119,290.27,91,19,0.5,BR,1674554831
145,torbay,47.6666,-52.7314,279.97,97,100,15.95,CA,1674554831
146,saint-philippe,-21.3585,55.7679,298.92,88,100,3.71,RE,1674554831
147,sao joao da barra,-21.6403,-41.0511,298.2,91,100,3.01,BR,1674554831
148,french harbor,16.35,-86.4333,295.97,99,4,7.72,HN,1674554832
149,tuktoyaktuk,69.4541,-133.0374,250.28,97,100,3.6,CA,1674554832
150,batagay,67.6333,134.6333,227.53,96,85,1.68,RU,1674554832
151,payette,44.0782,-116.9338,267.23,79,0,0.0,US,1674554832
152,hermanus,-34.4187,19.2345,291.37,66,88,9.16,ZA,1674554832
153,longyearbyen,78.2186,15.6401,270.06,86,100,10.29,SJ,1674554803
154,kruisfontein,-34.0033,24.7314,295.31,53,95,10.14,ZA,1674554833
155,tiarei,-17.5333,-149.3333,298.16,82,100,4.77,PF,1674554833
156,coahuayana,18.7333,-103.6833,291.53,78,52,2.12,MX,1674554833
157,buala,-8.145,159.5921,298.98,84,100,0.89,SB,1674554833
158,gubkinskiy,64.434,76.5026,246.0,93,99,4.38,RU,1674554834
159,san felipe,10.3399,-68.7425,294.41,99,100,1.06,VE,1674554834
160,broome,42.2506,-75.833,273.07,81,20,6.17,US,1674554834
161,vila velha,-20.3297,-40.2925,296.12,97,75,1.54,BR,1674554834
162,avarua,-21.2078,-159.775,296.18,100,96,0.51,CK,1674554834
163,ancud,-41.8697,-73.8203,284.09,80,23,2.23,CL,1674554834
164,martapura,-3.4167,114.85,299.2,94,40,1.03,ID,1674554835
165,gweta,-20.1833,25.2333,299.9,50,98,6.98,BW,1674554835
166,east london,-33.0153,27.9116,300.67,57,0,10.29,ZA,1674554765
167,rosarito,32.3333,-117.0333,282.68,42,0,0.82,MX,1674554835
168,san rafael,-34.6177,-68.3301,295.87,62,0,1.48,AR,1674554835
169,tuatapere,-46.1333,167.6833,282.66,85,2,1.07,NZ,1674554835
170,nouadhibou,20.931,-17.0347,290.29,62,0,7.04,MR,1674554836
171,port augusta,-32.5,137.7667,295.49,67,0,8.53,AU,1674554836
172,dingle,10.9995,122.6711,297.35,84,48,5.6,PH,1674554836
173,lagoa,39.05,-27.9833,288.59,75,100,7.6,PT,1674554836
174,coquimbo,-29.9533,-71.3436,291.0,82,100,1.03,CL,1674554836
175,kahului,20.8947,-156.47,295.84,88,0,2.06,US,1674554837
176,xining,36.6167,101.7667,268.04,13,0,0.31,CN,1674554833
177,ales,44.1333,4.0833,278.75,50,73,2.64,FR,1674554551
178,chivay,-15.6383,-71.6011,278.92,98,100,0.87,PE,1674554837
179,grindavik,63.8424,-22.4338,277.41,93,75,6.69,IS,1674554837
180,deputatskiy,69.3,139.9,236.25,98,100,1.22,RU,1674554837
181,warmbad,-28.45,18.7333,297.81,28,59,5.88,NA,1674554837
182,yamada,39.4667,141.95,268.24,62,100,5.87,JP,1674554578
183,murgab,37.4966,61.9714,273.61,44,5,4.11,TM,1674554838
184,mount gambier,-37.8333,140.7667,287.85,81,30,2.9,AU,1674554789
185,pangody,65.85,74.4859,251.12,97,100,6.83,RU,1674554838
186,cap malheureux,-19.9842,57.6142,296.96,83,100,4.21,MU,1674554838
187,san luis obispo,35.3666,-120.5343,280.54,82,0,0.0,US,1674554838
188,dunedin,-45.8742,170.5036,286.93,65,54,0.89,NZ,1674554720
189,atar,20.5169,-13.0499,296.01,13,1,2.97,MR,1674554839
190,gornoye loo,43.7129,39.6049,284.03,48,0,0.96,RU,1674554839
191,sydney,-33.8679,151.2073,297.39,83,75,8.23,AU,1674554732
192,mansa,29.9833,75.3833,291.67,68,87,3.22,IN,1674554839
193,surajgarh,28.3124,75.7347,294.68,53,45,5.93,IN,1674554839
194,eureka,40.8021,-124.1637,276.49,74,12,2.12,US,1674554839
195,sahuaripa,29.05,-109.2333,276.08,56,0,0.4,MX,1674554840
196,wenling,28.3669,121.36,274.36,53,49,9.27,CN,1674554840
197,peniche,39.3558,-9.3811,280.53,79,0,1.64,PT,1674554840
198,butembo,0.15,29.2833,298.73,32,100,1.77,CD,1674554840
199,san diego,32.7153,-117.1573,285.05,50,0,4.63,US,1674554743
200,bontang,0.1333,117.5,300.62,81,98,3.19,ID,1674554841
201,caravelas,-17.7125,-39.2481,299.29,82,100,4.05,BR,1674554841
202,mnogovershinnyy,53.9353,139.9242,239.79,98,100,1.47,RU,1674554841
203,tecoanapa,16.5167,-98.75,294.99,69,0,0.93,MX,1674554841
204,innisfail,-17.5333,146.0333,298.81,85,62,1.7,AU,1674554841
205,christchurch,-43.5333,172.6333,288.33,79,100,4.63,NZ,1674554753
206,nantucket,41.2835,-70.0995,274.23,74,100,5.66,US,1674554842
207,maliq,40.7058,20.6997,277.67,85,72,0.96,AL,1674554842
208,fortuna,40.5982,-124.1573,276.34,100,100,3.6,US,1674554842
209,cuautepec,16.7,-99.0,294.56,65,1,1.27,MX,1674554843
210,sabang,5.8933,95.3214,298.7,83,98,10.06,ID,1674554843
211,los llanos de aridane,28.6585,-17.9182,289.01,74,75,4.12,ES,1674554843
212,victoria,22.2855,114.1577,289.18,42,11,6.71,HK,1674554762
213,san cristobal,7.7669,-72.225,290.44,82,76,1.73,VE,1674554843
214,mokhsogollokh,61.4681,128.9203,234.0,98,100,1.3,RU,1674554564
215,hirara,24.8,125.2833,285.46,74,100,18.96,JP,1674554843
216,esperance,-33.8667,121.9,297.75,57,4,9.86,AU,1674554843
217,huntington,38.4193,-82.4452,273.08,90,0,2.57,US,1674554844
218,hilton head island,32.2163,-80.7526,279.81,78,0,4.12,US,1674554844
219,poli,-3.3333,36.8,298.85,38,99,2.3,TZ,1674554844
220,kupang,-10.1667,123.5833,302.47,79,75,2.06,ID,1674554818
221,conceicao do araguaia,-8.2578,-49.2647,295.24,96,36,1.1,BR,1674554844
222,galle,6.0367,80.217,299.1,80,97,1.24,LK,1674554643
223,tambovka,50.0969,128.0489,236.74,100,58,1.22,RU,1674554845
224,sim,54.993,57.6982,266.07,90,92,1.22,RU,1674554845
225,tasiilaq,65.6145,-37.6368,266.24,63,100,3.2,GL,1674554845
226,vardo,70.3705,31.1107,272.14,74,0,13.89,NO,1674554845
227,riyadh,24.6877,46.7219,291.23,52,51,5.71,SA,1674554702
228,guarapari,-20.6667,-40.4975,295.87,94,100,2.11,BR,1674554846
229,bengkulu,-3.8004,102.2655,297.48,93,100,5.31,ID,1674554705
230,vao,-22.6667,167.4833,299.08,79,36,1.56,NC,1674554846
231,gogrial,8.5332,28.1004,308.37,12,49,3.1,SS,1674554846
232,tayu,-6.5397,111.0518,300.36,85,99,3.64,ID,1674554846
233,guiyang,26.5833,106.7167,277.9,41,2,4.25,CN,1674554705
234,santander jimenez,24.2167,-98.4667,291.87,84,100,2.05,MX,1674554847
235,katsuura,35.1333,140.3,280.33,52,80,10.46,JP,1674554817
236,prince rupert,54.3161,-130.3201,278.65,91,100,2.28,CA,1674554847
237,hilo,19.7297,-155.09,296.08,86,75,2.57,US,1674554847
238,guerrero negro,27.9769,-114.0611,284.33,41,3,3.21,MX,1674554848
239,sotnikovo,51.8845,107.4791,243.2,63,20,2.0,RU,1674554848
240,ribeirao branco,-24.2208,-48.7656,291.88,98,65,0.7,BR,1674554848
241,manado,1.487,124.8455,299.58,94,40,0.51,ID,1674554848
242,hay river,60.8156,-115.7999,261.58,96,100,2.07,CA,1674554848
243,ocean city,39.2776,-74.5746,276.16,75,7,2.68,US,1674554849
244,faanui,-16.4833,-151.75,299.37,73,100,4.99,PF,1674554849
245,cidreira,-30.1811,-50.2056,296.3,87,3,2.22,BR,1674554849
246,alcala de henares,40.4821,-3.36,276.77,67,75,3.6,ES,1674554849
247,ilulissat,69.2167,-51.1,268.16,58,75,10.8,GL,1674554849
248,matagami,49.7502,-77.6328,260.21,85,100,8.75,CA,1674554849
249,sarkand,45.41,79.9186,263.66,93,100,2.14,KZ,1674554850
250,mandalgovi,45.7625,106.2708,253.14,71,98,2.52,MN,1674554850
251,codrington,-38.2667,141.9667,288.96,87,14,3.5,AU,1674554850
252,rio gallegos,-51.6226,-69.2181,282.06,57,19,2.16,AR,1674554850
253,samarai,-10.6167,150.6667,301.49,77,100,5.95,PG,1674554850
254,marigot,18.0667,-63.0833,298.17,67,27,7.91,MF,1674554557
255,muisne,0.6,-80.0333,296.75,91,66,1.76,EC,1674554851
256,guane,22.2025,-84.0875,292.79,93,5,2.96,CU,1674554851
257,sao filipe,14.8961,-24.4956,294.23,65,6,2.8,CV,1674554851
258,yuncheng,35.0231,110.9928,267.84,18,3,3.24,CN,1674554851
259,pravdinskiy,56.0667,37.85,272.2,93,88,3.24,RU,1674554851
260,cortez,37.3489,-108.5859,266.57,93,100,2.06,US,1674554852
261,kloulklubed,7.0419,134.2556,297.43,83,100,6.77,PW,1674554852
262,fuxin,42.0156,121.6589,257.58,32,0,3.22,CN,1674554852
263,suffolk,40.8668,-72.7996,276.1,73,100,4.63,US,1674554852
264,loubomo,-4.1997,12.6739,301.0,68,95,0.93,CG,1674554852
265,mopipi,-21.1833,24.8833,303.53,37,42,4.67,BW,1674554852
266,kilrush,52.6397,-9.4833,280.01,92,100,2.27,IE,1674554853
267,ongandjera,-17.8833,15.0667,297.05,60,100,3.61,NA,1674554853
268,nhulunbuy,-12.2333,136.7667,301.49,83,100,2.57,AU,1674554853
269,samana,19.2056,-69.3369,295.26,90,27,1.63,DO,1674554853
270,kendari,-3.945,122.4989,299.69,84,100,0.54,ID,1674554853
271,kijang,35.2442,129.2139,264.83,55,0,9.01,KR,1674554854
272,rockland,41.1668,-74.0496,275.07,75,12,0.89,US,1674554714
273,volchansk,59.9378,60.081,268.45,78,35,4.17,RU,1674554854
274,puerto colombia,10.9878,-74.9547,299.2,84,100,9.05,CO,1674554854
275,nishihara,26.1842,127.7558,283.75,71,75,19.55,JP,1674554846
276,vila franca do campo,37.7167,-25.4333,288.38,87,67,5.53,PT,1674554854
277,hithadhoo,-0.6,73.0833,300.45,75,84,6.29,MV,1674554855
278,tubuala,9.5167,-79.0333,299.44,85,86,5.47,PA,1674554855
279,bhan,26.5583,67.7214,293.02,16,0,2.59,PK,1674554856
280,bathsheba,13.2167,-59.5167,298.49,73,20,7.72,BB,1674554856
